CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1003108,"AUFHAUSER SECURITIES, INC.",848786,112 W 56TH ST,,NEW YORK,NY,10019
1003316,MACKIE RESEARCH USA INC.,848795,"199 BAY STREET, SUITE 4500",COMMERCE COURT WEST,TORONTO,A6,M5L 1G2
1004323,"RICE, VOELKER, LLC",848854,327 N COLUMBIA ST,,COVINGTON,LA,70433
1004779,EIGHT CAPITAL CORP.,848886,100 ADELAIDE STREET WEST,SUITE 2900,TORONTO,A6,M5H 1S3
1005519,PAYCHEX SECURITIES CORPORATION,848942,220 KENNETH DR STE 100,SUITE 100,ROCHESTER,NY,14623
1005813,EFG CAPITAL INTERNATIONAL CORP.,848969,701 BRICKELL AVE,9TH FLOOR & SUITE 1350,MIAMI,FL,33131-2867
1006323,JACKSON NATIONAL LIFE DISTRIBUTORS LLC,848984,300 INNOVATION DR # 6,6TH FLOOR,FRANKLIN,TN,37067
1006944,"GREENHILL & CO., LLC",849000,1271 AVENUE OF THE AMERICAS,,NEW YORK,NY,10020
1008570,CAMBRIDGE INTERNATIONAL PARTNERS LLC,849059,780 3RD AVE FL 11,,NEW YORK,NY,10017
1008826,AMERICAN EQUITY INVESTMENT CORPORATION,849078,4222 GRANT LINE RD,,NEW ALBANY,IN,47150
1009952,HANCOCK WHITNEY INVESTMENT SERVICES INC.,849106,701 POYDRAS ST STE 3100,SUITE 3100,NEW ORLEANS,LA,70139
1011766,CHATSWORTH SECURITIES LLC,849199,95 E PUTNAM AVE,,GREENWICH,CT,6830
1012061,BLOOMBERG TRADEBOOK LLC,849219,731 LEXINGTON AVE,,NEW YORK,NY,10022
1012872,"UNITED CAPITAL MARKETS, INC.",849253,2665 S BAYSHORE DR,PHE 1,MIAMI,FL,33133
1019122,CIT CAPITAL SECURITIES LLC,849466,11 W 42ND ST # 13,13TH FLOOR,NEW YORK,NY,10036
1021702,"LOOMIS SAYLES DISTRIBUTORS, L.P.",849575,1 FINANCIAL CTR,,BOSTON,MA,2111
1023417,SEABURY SECURITIES LLC,849624,1350 AVENUE OF THE AMERICAS # 31,31ST FLOOR,NEW YORK,NY,10019
1023990,COMMERZ MARKETS LLC,849647,225 LIBERTY ST,,NEW YORK,NY,10281
1024460,"KESTRA INVESTMENT SERVICES, LLC",849672,5707 SOUTHWEST PKWY STE 400,"BUILDING 2,",AUSTIN,TX,78735
1025038,"ARVEST INVESTMENTS, INC.",849677,5201 W VILLAGE PKWY,,ROGERS,AR,72758
1025827,HAYWOOD SECURITIES (USA) INC.,849696,200 BURRARD ST,SUITE 700,"VANCOUVER, BC",A1,V6C 3L6
1028772,EVERCORE GROUP L.L.C.,849830,55 E 52ND ST # 38,38TH FLOOR,NEW YORK,NY,10055
1030869,"NAVAID FINANCIAL SERVICES, INC.",849897,21 E EUCLID AVE FL 12,FL. 12,HADDONFIELD,NJ,8033
1034262,TRADEWEB L.L.C,849994,1177 AVENUE OF THE AMERICAS,2200 PLAZA FIVE,NEW YORK,NY,10036
1034945,"VALIC FINANCIAL ADVISORS, INC.",850018,2919 ALLEN PKWY,L3 20,HOUSTON,TX,77019
1035114,"AFFILIATED BANKERS CAPITAL, L.L.C.",850032,901 S MOPAC EXPY STE 140,"BARTON OAKS PLAZA V,",AUSTIN,TX,78746
1037719,"CAMPBELL FINANCIAL SERVICES, LLC",850119,2850 QUARRY LAKE DR STE 770,SUITE 770,BALTIMORE,MD,21209
1038485,"GRIFFIN SECURITIES, INC.",850186,17 STATE ST,,NEW YORK,NY,10004
1042567,"J.H. DARBIE & CO., INC.",850335,48 WALL ST STE 1206,C/O ROBERT RABINOWITZ,NEW YORK,NY,10005
1043260,WILLIAMS TRADING LLC,850372,450 POST RD E STE 120,SUITE 120,WESTPORT,CT,6880
1044631,"KURT SALMON CAPITAL ADVISORS, LLC",850426,3340 PEACHTREE RD NE STE 2225,SUITE 2225,ATLANTA,GA,30326
1044640,"J.M LUMMIS SECURITIES, INC.",850435,50 LOCUST AVE,,NEW CANAAN,CT,6840
1047797,BMO NESBITT BURNS SECURITIES LTD.,850538,115 S LA SALLE ST FL 28,WEST,CHICAGO,IL,60603
1049764,"NATIONS FINANCIAL GROUP, INC.",850588,4000 RIVER RIDGE DR NE,,CEDAR RAPIDS,IA,52402
1049767,MMA SECURITIES LLC,850591,1166 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036
1050102,"KALOS CAPITAL, INC.",850630,11525 PARK WOODS CIR STE 280,SUITE 280,ALPHARETTA,GA,30005
1052075,CASGRAIN & COMPANY (USA) LIMITED,850713,1200 MCGILL COLLEGE AVENUE,21ST FLOOR,"MONTREAL, QUEBEC",H2,H3B 4G7
1054452,"G.C. ANDERSEN PARTNERS CAPITAL, LLC",850776,135 E 57TH ST # 23,23RD FLOOR,NEW YORK,NY,10022
1054877,PARETO SECURITIES INC.,850796,150 E 52ND ST # 29,29TH FLOOR,NEW YORK,NY,10022
1056202,"MORGAN WILSHIRE SECURITIES, INC.",850831,59 HILTON AVE STE 101,SUITE 101,GARDEN CITY,NY,11530
1060237,ODDO BHF NEW YORK CORPORATION,850975,150 E 52ND ST # 5,5TH FLOOR,NEW YORK,NY,10022
1063516,"WEALTH MANAGEMENT RESOURCES, INC.",851061,28 CEDAR SWAMP RD STE 1,SUITE ONE,SMITHFIELD,RI,2917
1069461,"ARROW INVESTMENTS, INC.",851250,111 S RIDGE ST STE 201,SUITE 201,RYE BROOK,NY,10573
1071061,"HANTZ FINANCIAL SERVICES, INC.",851291,26200 AMERICAN DR # 5,FIFTH FLOOR,SOUTHFIELD,MI,48034
1071640,PARK AVENUE SECURITIES LLC,851324,10 HUDSON YARDS,,NEW YORK,NY,10001
1075919,"FEF DISTRIBUTORS, LLC",851483,1345 AVENUE OF THE AMERICAS,,NEW YORK,NY,10105
1076676,"FREDERICKS MICHAEL SECURITIES, INC.",851512,430 PARK AVE # 8,8TH FLOOR,NEW YORK,NY,10022
1079306,"DAVINCI CAPITAL MANAGEMENT, INC.",851580,801 CAMBRIDGE ST STE 206,SUITE 206,CAMBRIDGE,MA,2141
1082414,"CIC MARKET SOLUTIONS, INC.",851649,520 MADISON AVE,,NEW YORK,NY,10022
1083193,"CSCA CAPITAL ADVISORS, LLC",851671,300 PARK AVE STE 218,SUITE 218,NEW YORK,NY,10022
1085407,"GOLDMAN SACHS FINANCIAL MARKETS, L.P.",851753,111 S MAIN ST # 27,27TH FLOOR,SALT LAKE CTY,UT,84111
1085910,"NABSECURITIES, LLC",851785,245 PARK AVE FL 28,,NEW YORK,NY,10167
1086853,BROKERTEC AMERICAS LLC,851803,300 VESEY ST # 2,2ND FLOOR,NEW YORK,NY,10282
1086919,"OPTSECURITIES, LLC",851811,200 S COLLEGE ST FL 16,,CHARLOTTE,NC,28202
1087710,"PCS SECURITIES, INC.",851822,88 PINE ST # 31,31ST FLOOR,NEW YORK,NY,10005
1087855,LANDAAS & COMPANY,851826,411 E WISCONSIN AVE,,MILWAUKEE,WI,53202
1088408,"STONEBRIDGE SECURITIES, LLC.",851851,7345 164TH AVE NE STE 145-290,,REDMOND,WA,98052
1088943,AQUA SECURITIES L.P.,851866,199 WATER ST,,NEW YORK,NY,10038
1089759,"FERRETTI GROUP, INC.",851895,C/O ACCOUNTING & COMPLIANCE INTERNATIONA,"77 WATER STREET, SUITE 1604",NEW YORK,NY,10005
1090474,SAFRA SECURITIES LLC,851935,546 5TH AVE,,NEW YORK,NY,10036
1091484,"BCS AMERICAS, INC.",851950,230 PARK AVE # 3/4,FL WEST,NEW YORK,NY,10169
1091625,"MARTIN WOLF SECURITIES, LLC",851965,7000 E SHEA BLVD STE E130,SUITE E130,SCOTTSDALE,AZ,85254
1092086,"SYNERGY CAPITAL I, LLC",851971,40 FULTON ST STE 1110,SUITE 1110,NEW YORK,NY,10038
1092956,"FOLIO INVESTMENTS, INC.",852009,8180 GREENSBORO DR # 8,8TH FLOOR,MCLEAN,VA,22102
1094429,"SIG BROKERAGE, LP",852028,401 E CITY LINE AVE,,BALA CYNWYD,PA,19004
1095224,CORMARK SECURITIES (USA) LIMITED,852049,"ROYAL BANK PLAZA, NORTH TOWER","200 BAY STREET, SUITE 1800","TORONTO, ONTARIO",,M5J 2J2
1096316,BROADSTONE SECURITIES,852094,80 STATE ST,,ALBANY,NY,12207
1100967,"GAGNON SECURITIES, LLC",852218,1370 AVENUE OF THE AMERICAS,,NEW YORK,NY,10019
1103083,"JANE STREET CAPITAL, LLC",852275,250 VESEY ST # 3,3RD FLOOR,NEW YORK,NY,10281
1103223,"BENCHMARK INVESTMENTS, INC.",852280,175 COUNTRY CLUB DR BLDG 400,SUITE D,STOCKBRIDGE,GA,30281
1103980,"BV SECURITIES, LLC",852293,8390 LYNDON B JOHNSON FWY STE 565,SUITE 204,DALLAS,TX,75243
1105689,HUDSON HOUSING SECURITIES LLC,852348,"630 FIFTH AVENUE, 28TH FLOOR",,NEW YORK,NY,10111
1105818,MMC SECURITIES LLC,852349,1166 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036
1109647,"PRECISION SECURITIES, LLC",852441,2010 JIMMY DURANTE BLVD STE 270,SUITE 270,DEL MAR,CA,92014
1110644,"LIQUIDNET, INC.",852461,620 8TH AVE FL 18,,NEW YORK,NY,10018
1112097,"LETSGOTRADE, INC.",852511,151 PLAZA SAN FRANCISCO STE 200,SUITE 200,SAN JUAN,PR,927
1114932,"KBD SECURITIES, LLC",852591,470 PARK AVE S STE 175,SUITE 175,NEW YORK,NY,10016
1116017,"FOX CHASE CAPITAL PARTNERS, LLC",852624,871 MOUNTAIN AVE,,SPRINGFIELD,NJ,7081
1120009,"HYDE PARK CAPITAL ADVISORS, LLC",852747,701 N FRANKLIN ST,,TAMPA,FL,33602
1120037,NASDAQ CAPITAL MARKETS ADVISORY LLC,852750,151 W 42ND ST,ONE LIBERTY PLAZA,NEW YORK,NY,10036
1122936,PAVILION GLOBAL MARKETS LTD.,852850,"1250 BOUL. RENE-LEVESQUE, W SUITE 4025",,MONTREAL QUEBEC,A8,H3B 4W8
1123132,MARV CAPITAL INC.,852855,462 7TH AVE STE 615,SUITE 615,NEW YORK,NY,10018
1123651,PARADIGM CAPITAL U.S. INC.,852885,95 WELLINGTON STREET WEST-SUITE 2101,,TORONTO ONTARIO,A6,M5J 2N7
1124834,"GENEVA STOCK, L.L.C.",852903,5250 OLD ORCHARD RD STE 305,SUITE 305,SKOKIE,IL,60077
1125062,"DINOSAUR FINANCIAL GROUP, L.L.C",852908,470 PARK AVE S # 9,9TH FLOOR,NEW YORK,NY,10016
1126382,CONSILIUM PARTNERS LLC,852947,265 FRANKLIN ST STE 504,SUITE 504,BOSTON,MA,2110
1126914,"P.A.N. SECURITIES, LP",852964,45 GLOVER AVE # 7,7TH FLOOR,NORWALK,CT,6850
1127273,"FIRST REPUBLIC SECURITIES COMPANY, LLC",852973,111 PINE ST,901 W TRADE ST,SAN FRANCISCO,CA,94111
1128122,LEUMI INVESTMENT SERVICES INC.,852993,350 MADISON AVE,,NEW YORK,NY,10017
1128236,IDB CAPITAL CORP.,853000,1114 AVENUE OF THE AMERICAS # 4,4TH FLOOR,NEW YORK,NY,10036
1128293,RHONE GROUP ADVISORS LLC,853003,630 FIFTH AVENUE,SUITE 3110,NEW YORK,NY,10111
1129512,"MINT GLOBAL MARKETS, INC.",853035,1717 ROUTE 6 SUITE 102,RT. 6 & MILLER ROAD,CARMEL,NY,10512
1132573,"LEGG MASON INVESTOR SERVICES, LLC",853089,100 INTERNATIONAL DR,,BALTIMORE,MD,21202
1132864,"BDO CAPITAL ADVISORS, LLC",853100,1 INTERNATIONAL PL FL 4,SUITE 900,BOSTON,MA,2110
1136728,DELOITTE CORPORATE FINANCE LLC,853196,111 S WACKER DR,,CHICAGO,IL,60606
1139084,DESJARDINS SECURITIES INTERNATIONAL INC.,853256,1170 PEEL STREET,SUITE 300,"MONTREAL, QUEBEC",,H3B 0A9
1139915,"STINSON SECURITIES, LLC",853276,220 SANSOME ST,,SAN FRANCISCO,CA,94104
1143263,FORUM CAPITAL SECURITIES LLC,853364,477 MADISON AVE,"6TH FLOOR, 6819 PMB ",NEW YORK,NY,10022
1144505,SABLE CAPITAL LLC,853400,101 S TRYON ST,,CHARLOTTE,NC,28280
1146091,"THIRD500, LLC",853489,1740 OAK AVE STE C1,SUITE C1,EVANSTON,IL,60201
1146099,"PFM FUND DISTRIBUTORS, INC.",853496,213 MARKET STREET,N. FRONT & MARKET STS,HARRISBRUG,PA,17101
1146132,"GT SECURITIES, INC.",853527,12130 MILLENNIUM STE 150,SUITE 150,LOS ANGELES,CA,90094
1146140,SEAPORT GLOBAL SECURITIES LLC,853535,360 MADISON AVE # 22,22ND FLOOR,NEW YORK,NY,10017
1146175,"WFS, LLC",853565,1 BOSTON PL,,BOSTON,MA,2108
1146183,MARWOOD GROUP LLC,853573,733 3RD AVE # 11,11TH FLOOR,NEW YORK,NY,10017
1146184,CITADEL SECURITIES LLC,853574,131 S DEARBORN ST # 32,32ND FLOOR,CHICAGO,IL,60603
1146202,"WOODMEN FINANCIAL SERVICES, INC.",853592,1700 FARNAM ST,,OMAHA,NE,68102
1146220,CONSOLIDATED TRADING LLC,853610,71S S WACKER DR,STE 2300,CHICAGO,IL,60606
1146225,INTERACTIVE BROKERS CORP.,853615,2 PICKWICK PLZ STE 600,SUITE 600,GREENWICH,CT,6830
1146274,"WBB SECURITIES, LLC",853660,3111 CAMINO DEL RIO N # 41400,41,SAN DIEGO,CA,92108
1146313,ENDEAVOR CAPITAL HOLDINGS GROUP LLC,853696,30 BROAD ST STE 1419,SUITE 36 E,NEW YORK,NY,10004
1146325,GORDIAN KNOT INC.,853706,42 BROADWAY STE 12,129,NEW YORK,NY,10004
1146367,"EMPIRIC DISTRIBUTORS, INC.",853747,500 N CAPITAL OF TEXAS HWY STE 150,"BUILDING 8,",AUSTIN,TX,78746
1168034,"BLACK CREEK CAPITAL MARKETS, LLC",865199,518 17TH ST FL 12,,DENVER,CO,80202
1169786,THEMIS TRADING LLC,865260,10 TOWNSQUARE STE 100,,CHATHAM,NJ,7928
1174079,"STACEY BRAUN FINANCIAL SERVICES, INC.",865370,377 BROADWAY,,NEW YORK,NY,10013
1174317,"GUIDANCE SECURITIES, LLC",865377,11107 SUNSET HILLS RD,,RESTON,VA,20190
1175033,RBC CMA LLC,865401,3 WORLD FINANCIAL CTR,# 14,NEW YORK,NY,10281
1175898,WHITAKER SECURITIES LLC,865419,233 BROADWAY FL 17,,NEW YORK,NY,10279
1177436,COMMONWEALTH PHARMA SECURITIES LLC,865456,2016 OCEAN ST UNIT 23,UNIT 23,MARSHFIELD,MA,2050
1178449,COLCHESTER PARTNERS LLC,865464,53 STATE ST STE 1304,SUITE 1304,BOSTON,MA,2109
1179004,MVISION PRIVATE EQUITY ADVISERS USA LLC,865479,CONNAUGHT HOUSE,1 - 3 MOUNT STREET,LONDON,,W1K3NB
1179239,"FPCG, LLC",865488,712 5TH AVE STE 008A,"8TH FLOOR,",NEW YORK,NY,10019
1180056,"MERCADIEN SECURITIES, LLC",865505,3625 QUAKERBRIDGE RD,,HAMILTON,NJ,8619
1181269,"EDGEMONT CAPITAL PARTNERS, L.P.",865521,1251 AVENUE OF THE AMERICAS FL 46,19TH FLOOR,NEW YORK,NY,10020
1184088,"AGA SECURITIES, LLC",865531,53 CALLE PALMERAS STE 600,,SAN JUAN,PR,901
1206126,"CDK FINANCIAL SERVICES, LLC",865657,135 E 57TH ST # 11,11TH FLOOR,NEW YORK,NY,10022
1206481,"SHASTA PARTNERS, LLC",865665,100 CAMBRIDGE ST # 14,14TH FLOOR,BOSTON,MA,2114
1208115,"GLEN EAGLE WEALTH, LLC",865678,4422C ROUTE 27,PO BOX 399,KINGSTON,NJ,8528
1211326,GALLATIN CAPITAL LLC,865718,444 MADISON AVE # 29,29TH FLOOR,NEW YORK,NY,10022
1211535,SAPENO INC.,865721,6 DERBY STREET,50 CURZON STREET,LONDON,NY,W1J 7AD
1218186,MADISON PARK GROUP LLC,865801,3 PARK AVE STE 3102A,SUITE 3102A,NEW YORK,NY,10016
1221237,PORTICO CAPITAL SECURITIES LLC,865826,35 MASON ST # 4,4TH FLOOR,GREENWICH,CT,6830
1221968,"AMERICA'S GROWTH CAPITAL, LLC",865839,99 HIGH ST FL 22,FLOOR 22,BOSTON,MA,2110
1223207,CAYMUS SECURITIES LLC,865862,2727 PACES FERRY RD SE STE 1650,"BUILDING 1,",ATLANTA,GA,30339
1224385,"WELLS FARGO SECURITIES, LLC",865876,550 S TRYON ST FL 6,D1086 060,CHARLOTTE,NC,28202
1224656,"GLOBAL EXECUTION BROKERS, LP",865878,401 E CITY AVE,,BALA CYNWYD,PA,19004
1225460,"VELOCITY CLEARING, LLC",865894,1301 STATE ROUTE 36 STE 109,SUITE 109,HAZLET,NJ,7730
1228981,ERNST & YOUNG CORPORATE FINANCE (CANADA) INC.,865929,"100 ADELAIDE STREET WEST, EY TOWER",PO BOX 1,"TORONTO, ONTARIO",,M5H 0B3
1235887,UOB KAY HIAN (U.S.) INC.,865981,PO BOX 26045 CHURCHILL,390 BAY STREET,"MISSISSAUGA, ONTARIO",NJ,L5L 5W7
1238959,PI FINANCIAL (US) CORP.,865995,1900-666 BURRARD STREET,,VANCOUVER,,V6C 3N1
1239393,"COVINGTON ASSOCIATES, LLC",865997,99 SUMMER ST # 2,2ND FLOOR,BOSTON,MA,2110
1241066,"CCG SECURITIES, LLC",866008,120 E DE LA GUERRA ST,,SANTA BARBARA,CA,93101
1252392,INNER CIRCLE SPORTS LLC,866043,6501 CONGRESS AVE,,BOCA RATON,FL,33487
1254218,"PARITER SECURITIES, LLC",866064,P.O. BOX 11852,,SAN JUAN,PR,922
1259169,"FIRST PUBLIC, LLC",866105,12007 RESEARCH BLVD,,AUSTIN,TX,78759
1259484,"BOSTONIA GLOBAL SECURITIES, LLC",866108,699 BOYLSTON ST # 8,EIGHTH FLOOR,BOSTON,MA,2116
1261467,"SG AMERICAS SECURITIES, LLC",866125,245 PARK AVE,,NEW YORK,NY,10167
1263321,ARETE RESEARCH LLC,866145,15 BROAD ST # 1,1ST FLOOR,BOSTON,MA,2109
1264173,"AOS, INC.",866163,311 S WACKER DR STE 1775,,CHICAGO,IL,60606
1265905,GWN SECURITIES INC.,866185,11440 N JOG RD,,PALM BCH GDNS,FL,33418
1266732,PNC INVESTMENTS LLC,866195,1900 E 9TH ST # 24,24TH FLOOR,CLEVELAND,OH,44114
1266878,LAZARD ASSET MANAGEMENT SECURITIES LLC,866201,30 ROCKEFELLER PLZ FL 56,,NEW YORK,NY,10112
1268211,FTP SECURITIES LLC,866218,1 FRONT ST # 31,31ST FLOOR,SAN FRANCISCO,CA,94111
1271545,INNOVATION ADVISORS LLC,866255,244 MADISON AVE # 385,#385,NEW YORK,NY,10016
1271923,CG COMPASS (USA) LLC,866263,590 MADISON AVE # 33,33RD FLOOR,NEW YORK,NY,10022
1281941,STANDARD CHARTERED SECURITIES NORTH AMERICA LLC,866397,1095 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036
1284170,PALAFOX TRADING LLC,866420,131 S DEARBORN ST # 32,32ND FLOOR,CHICAGO,IL,60603
1284171,"BOURNE PARTNERS SECURITIES, LLC",866421,550 S CALDWELL ST STE 900,SUITE 900,CHARLOTTE,NC,28202
1286439,DRAKE STAR SECURITIES LLC,866448,950 3RD AVE # 20,20TH FLOOR,NEW YORK,NY,10022
1289018,INDUSTRIAL AND COMMERCIAL BANK OF CHINA FINANCIAL SERVIC,866471,1633 BROADWAY # 28,28TH FLOOR,NEW YORK,NY,10019
1289120,"PACIFIC CENTURY SECURITIES, LLC",866487,6 W DRUID HILLS DR NE STE 950,STE 950,BROOKHAVEN,GA,30329
1289651,"BISMARCK CAPITAL, LLC",866489,888 7TH AVE FL 37,,NEW YORK,NY,10106
1291269,"HODES WEILL SECURITIES, LLC",866518,850 3RD AVE # 16,16TH FLOOR,NEW YORK,NY,10022
1291805,DAVY SECURITIES,866522,DAVY HOUSE,49 DAWSON STREET,DUBLIN 2,,D2
1295234,AGM SECURITIES LLC,866568,42 BROADWAY STE 12,129,NEW YORK,NY,10004
1296050,"CHARLES RIVER BROKERAGE, LLC",866578,700 DISTRICT AVE # 4,4TH FLOOR,BURLINGTON,MA,1803
1296051,CIMAS LLC,866579,30 S PEARL ST FL 9,,ALBANY,NY,12207
1296879,MUFSON HOWE HUNTER & PARTNERS LLC,866587,1717 ARCH ST # 39,39TH FLOOR,PHILADELPHIA,PA,19103
1299849,"OBERON SECURITIES, LLC",866607,1412 BROADWAY FL 23,,NEW YORK,NY,10018
1300496,"PCA CAPITAL SECURITIES, LLC",866614,399 PARK AVE # 37,37TH FLOOR,NEW YORK,NY,10022
1301207,BANCO DO BRASIL SECURITIES LLC,866625,2 S BISCAYNE BLVD # 3150,#3150,MIAMI,FL,33131
1303470,BOC INTERNATIONAL (USA) INC.,866662,1045 AVENUE OF THE AMERICAS STE 1501,SUITE 1501,NEW YORK,NY,10018
1304706,"WELLS FARGO PRIME SERVICES, LLC",866677,45 FREMONT ST # 30,30TH FLOOR,SAN FRANCISCO,CA,94105
1305437,"STILLPOINT CAPITAL, LLC",866688,13301 W HILLSBOROUGH AVE STE 101,SUITE 101,TAMPA,FL,33635
1307978,"VISCOGLIOSI & COMPANY, LLC",866717,505 PARK AVE FL 14,,NEW YORK,NY,10022
1308104,CAMPBELL LUTYENS & CO. INC.,866720,630 FIFTH AVE.,25TH FLOOR,NEW YORK,NY,10111
1310855,"TUOHY BROTHERS INVESTMENT RESEARCH, INC.",866756,575 MADISON AVE,"TWO STAMFORD PLAZA, 281 TRESSER BLVD",NEW YORK,NY,10022
1313368,"MERIDIAN EQUITY PARTNERS, INC.",866784,C/O ACCOUNTING & COMPLIANCE INTERNATIONA,"77 WATER STREET, SUITE 1604",NEW YORK,NY,10005
1314296,SEACAP SECURITIES LLC,866804,1350 AVENUE OF THE AMERICAS # 31,31ST FLOOR,NEW YORK,NY,10019
1315510,N.A. INVESTCORP LLC,866812,280 PARK AVE FL 39,,NEW YORK,NY,10017
1315511,"JANE STREET OPTIONS, LLC",866813,250 VESEY ST # 3,3RD FLOOR,NEW YORK,NY,10281
1318201,"GLOBAL LEISURE PARTNERS, LLC",866837,115 PARK STREET,BERKELEY SQUARE,LONDON,,W1K 7AP
1319312,SHARESPOST FINANCIAL CORPORATION,866846,415 MISSION ST # 55,55TH FLOOR,SAN FRANCISCO,CA,94105
1324190,"ULLICO INVESTMENT COMPANY, LLC",866906,8403 COLESVILLE RD # 13,13 FLOOR,SILVER SPRING,MD,20910
1327611,IA SECURITIES (USA) INC.,866944,26 WELLINGTON STREET EAST,SUITE 700,"TORONTO, ONTARIO",,M5E 1S2
1328730,GOODBODY SECURITIES INC,866955,BALLSBRIDGE PARK,"BALLSBRIDGE, DUBLIN 4",DUBLIN,NY,DUBLIN 4
1329807,US ARMA PARTNERS LP,866964,810 7TH AVE STE 2005,SUITE 2005,NEW YORK,NY,10019
1330370,RENAISSANCE INSTITUTIONAL MANAGEMENT LLC,866971,800 3RD AVE,,NEW YORK,NY,10022
1330371,"FRONTIER SOLUTIONS, LLC",866972,4200 NORTHSIDE PKWY NW BLDG 7,BUILDING 7,ATLANTA,GA,30327
1330760,"COBALT CAPITAL, INC.",866979,250 INTERNATIONAL PKWY STE 270,SUITE 270,LAKE MARY,FL,32746
1330762,"GROUPARGENT SECURITIES, LLC",866981,80 BROAD ST STE 3201,SUITE 3201,NEW YORK,NY,10004
1333055,PRAGMA LLC,867016,1370 BROADWAY # 10,10TH FLOOR,NEW YORK,NY,10018
1336040,"ULTRALAT CAPITAL MARKETS, LLC",867048,801 BRICKELL AVE,,MIAMI,FL,33131
1337052,BLUEROCK CAPITAL MARKETS LLC,867058,1345 AVENUE OF THE AMERICAS # 32,32ND FLOOR,NEW YORK,NY,10105
1341325,"EVOLUTION CAPITAL ADVISORS, LLC",867110,500 YALE AVE N # 1,FIRST FLOOR,SEATTLE,WA,98109
1341460,"NPB FINANCIAL GROUP, LLC",867113,3500 W OLIVE AVE # 3,THIRD FLOOR,BURBANK,CA,91505
1342396,FOUNDERS FINANCIAL SECURITIES LLC,867137,1026 CROMWELL BRIDGE RD STE 100,SUITE 100,TOWSON,MD,21286
1343508,OTR GLOBAL TRADING LLC,867147,4 MANHATTANVILLE RD,,PURCHASE,NY,10577
1345290,PERELLA WEINBERG PARTNERS LP,867167,767 5TH AVE,,NEW YORK,NY,10153
1345997,DAVIS SECURITIES LLC,867174,31 W 34TH ST STE 8067,"8TH FLOOR,",NEW YORK,NY,10001
1347209,"1964 GLOBAL, LLC",867187,71 MURRAY ST,NO 8,NEW YORK,NY,10007
1347881,"ESL INVESTMENT SERVICES, LLC",867195,225 CHESTNUT ST,,ROCHESTER,NY,14604
1350513,MCAP LLC,867217,1633 BROADWAY # 28,28TH FLOOR,NEW YORK,NY,10019
1350516,SYMPHONIC SECURITIES LLC,867220,400 PARK AVE,,NEW YORK,NY,10022
1353227,BREN VENTURES LLC,867245,590 MADISON AVE FL 26,,NEW YORK,NY,10022
1357352,ALIRA HEALTH TRANSACTION SERVICES. LLC,867294,2016 OCEAN ST,MAIL BOX 5,MARSHFIELD,MA,2050
1358294,"AMERICAS EXECUTIONS, LLC",867305,C/O ACCOUNTING & COMPLIANCE INTERNATIONA,"77 WATER STREET, SUITE 1604",NEW YORK,NY,10005
1358295,"ELEVATION, LLC",867306,6836 CARNEGIE BLVD STE 240,SUITE 240,CHARLOTTE,NC,28211
1362552,WJ LYNCH INVESTOR SERVICES LLC,867335,535 BOYLSTON ST STE T2,SUITE T2,BOSTON,MA,2116
1363023,BOLT-X LLC,867342,440 S LA SALLE ST STE 1525,SUITE 1525,CHICAGO,IL,60605
1373032,SETTER CAPITAL INC.,867403,2 BLOOR STREET WEST SUITE 1700,,"TORONTO, ONTARIO",,M4W 3E2
1388353,MEDIOBANCA SECURITIES USA LLC,867538,565 5TH AVE FL 21,,NEW YORK,NY,10017
1388695,"CICC US SECURITIES, INC.",867544,280 PARK AVE # 32,32ND FLOOR,NEW YORK,NY,10017
1389931,RAPTOR PARTNERS LLC,867553,1 N SHORE CTR,STE 201,PITTSBURGH,PA,15212
1391699,"CORPORATE FINANCE SECURITIES, INC.",867566,23461 SOUTH POINTE,SUITE 180,LAGUNA HILLS,CA,92653
1392668,"TRIAGO AMERICAS, INC.",867573,499 PARK AVE FL 25,FL 25,NEW YORK,NY,10022
1398656,CASH APP INVESTING LLC,867630,400 SW 6TH AVE # 11,11TH FLOOR,PORTLAND,OR,97204
1399880,"SEVEN POINTS CAPITAL, LLC",867644,805 3RD AVE # 11,11TH FLOOR,NEW YORK,NY,10022
1402594,"PHX FINANCIAL, INC.",867653,100 WALL ST FL 10,FLOOR 10,NEW YORK,NY,10005
1402972,XNERGY FINANCIAL LLC,867655,1801 CENTURY PARK E FL 25,SUITE 16C,LOS ANGELES,CA,90067
1405650,GLOBAL FRONTERA MARKETS INC.,867668,575 LEXINGTON AVE # 12,12TH FLOOR,NEW YORK,NY,10022
1407521,COLONNADE SECURITIES LLC,867673,600 CLEVELAND ST STE 272,SUITE 272,CLEARWATER,FL,33755
1413391,"BLAYLOCK VAN, LLC",867721,600 LEXINGTON AVE # 3,3RD FLOOR,NEW YORK,NY,10022
1414431,HUDSON PARTNERS SECURITIES LLC,867726,6 LANDMARK SQ # 3,3RD FLOOR,STAMFORD,CT,6901
1415799,"SPEARHEAD CAPITAL, LLC",867736,12012 SOUTH SHORE BLVD,SUITE 112,WELLINGTON,FL,33414
